Band,Album,Genres,Score
Ross the Boss,Born of Fire,Heavy Metal,3.0
Dwaal,Gospel of the Vile,Doom Metal,3.0
My Dying Bride,The Ghost of Orion,Doom Metal,3.0
Beast of Revelation,The Ancient Ritual of Death,Death Doom,3.0
Body Count,Carnivore,,3.0
Voidfire,Ogień Pustki,Black Metal,3.0
Regarde les Hommes Tomber,Ascension,Black Metal,3.0
Ensnared,Inimicus Generis Humani,Death Metal,3.0
Shadow Witch,Under the Shadow of a Witch,Doom Metal,3.0
Seven Planets,Explorer,,3.0
Thoren,Gwarth II,Death Metal,3.0
On Thorns I Lay,Threnos,Doom Metal,3.0
Primeval Mass,Nine Altars,Black Metal,3.0
Runescarred,The Distant Infinite,Heavy Metal,3.0
Lucifuge,The One Great Curse,Black Metal,3.0
Maere,I,Death Metal,3.0
Dzö-nga,Thunder in the Mountains,Black Metal,3.0
Miles to Perdition,2084,Death Metal,3.0
Serious Black,Suite 226,Power Metal,3.0
Gorevent,Fate,Slam,3.0
Moloken,Unveilance of Dark Matter,Death Doom,3.0
Goblinsmoker,"A Throne In Haze, A World Ablaze",Doom Metal,3.0
Coffin Curse,Ceased to Be,Death Metal,3.0
Grey Skies Fallen,Cold Dead Lands,Death Metal,3.0
Kirk Windstein,Dream in Motion,Psychedelic Rock,3.0
Reaper,Unholy Nordic Noise,Black Metal,3.0
Impiety,Versus All Gods,Black Metal,3.0
Rat King,Vicious Inhumanity,Death Metal,3.0
Haunt,Mind Freeze,Heavy Metal,3.0
Mystic Prophecy,Metal Division,Heavy Metal,3.0
War Dogs,Die By My Sword,Epic Metal,3.0
Israthoum,Arrows from Below,Black Metal,3.0
Oath of Cruelty,Summary Execution at Dawn,Death Metal,3.0
Magic Kingdom,MetAlmighty,Power Metal,3.0
Aggressive Perfector,Havoc at the Midnight Hour,Heavy Metal,3.0
Tygers of Pan Tang,Ritual,Heavy Metal,3.0
Ragnarok,Non Debellicata,Black Metal,3.0
Ade,Rise of the Empire,Death Metal,3.0
Charlene Beretah,Ram,Post-Metal,3.0
Bölzer,Lese Majesty,Death Metal,3.0
Casket Huffer,Filth Ouroboros,Black Metal,3.0
Terminus,A Single Point of Light,Heavy Metal,3.0
Bask,III,Folk,3.0
GoatHawkBuffalo,Come to Temple,,3.0
Nocturnalia,III Winter,Dark Rock,3.0
Hour of Penance,Misotheism,Death Metal,3.0
Nevaria,Finally Free,,3.0
Purulent Necrosis,Cadaverized Humanity,Death Metal,3.0
Orodruin,Ruins of Eternity,Doom Metal,3.0
Dissorted,The Final Divide,Thrash Metal,3.0
Angel Witch,Angel of Light,Heavy Metal,3.0
Nile,Vile Nilotic Rites,Death Metal,3.0
Paganizer,The Tower of the Morbid,Death Metal,3.0
Voyager,Colours in the Sun,Progressive Metal,3.0
Rank and Vile,redistribution of flesh.,Death Metal,3.0
Novembers Doom,Nephilim Grove,Death Metal,3.0
Timelost,Don’t Remember Me for This,Not Metal,3.0
Vastum,Orificial Purge,Death Metal,3.0
Ethereal Kingdoms,Hollow Mirror,Symphonic Metal,3.0
Aegrus,In Manus Satanas,Black Metal,3.0
Negator,Vnitas Pvritas Existentia,Black Metal,3.0
1349,The Infernal Pathway,Black Metal,3.0
War Cloud,State of Shock,Heavy Metal,3.0
Screamer,Highway of Heroes,Heavy Metal,3.0
Voice of Ruin,Acheron,Death Metal,3.0
Gentihaa,Reverse Entropy,Power Metal,3.0
Shade of Hatred,Reflection on Ruin,Death Metal,3.0
Torpor,Rhetoric of the Image,Doom Metal,3.0
Toxic Holocaust,Primal Future: 2019,Thrash Metal,3.0
Astrosaur,Obscuroscope,Post-Metal,3.0
Iron Kingdom,On the Hunt,Heavy Metal,3.0
Monolord,No Comfort,Doom Metal,3.0
Entrail,Eater of Starlight,,3.0
Excalion,Emotions,Heavy Metal,3.0
Akando,Attack from Ambush,Death Metal,3.0
Opeth,In Cauda Venenum,Progressive Rock,3.0
Goatess,Blood and Wine,Doom Metal,3.0
Ark Ascent,Downfall,Heavy Metal,3.0
aswekeepsearching,Rooh,Not Metal,3.0
Bhleg,Äril,Black Metal,3.0
Sleeping Ancient,There Is No Truth but Death,Black Metal,3.0
Reflex Machine,Interzone,Experimental Metal,3.0
Pale Grey Lore,Eschatology,Stoner Metal,3.0
Agenda,Apocalyptic Wasteland Blues,Crust Punk,3.0
Slaughtbbath,Alchemical Warfare,Black Metal,3.0
Foscor,Els Sepulcres Blancs,Black Metal,3.0
Pinewalker,Migration,Sludge,3.0
Crypt Sermon,The Ruins of Fading Light,Doom Metal,3.0
Crimson Moon,Mors Vincit Omnia,Black Metal,3.0
Vokonis,Grasping Time,Doom Metal,3.0
Keys of Orthanc,A Battle In The Dark Lands of The Eye…,Black Metal,3.0
Tenebrae In Perpetuum,Anorexia Obscura,Black Metal,3.0
The Fifth Alliance,The Depth of the Darkness,Post-Metal,3.0
The Holeum,Sublime Emptiness,Doom Metal,3.0
The Road,Reverence Redacted,Doom Metal,3.0
Entombed A.D.,Bowels of Earth,Death Metal,3.0
Wrvth,No Rising Son,Post-Metal,3.0
Anticosm,The Call of the Void,Black Metal,3.0
Hagzissa,They Ride Along,Black Metal,3.0
Detherous,Hacked to Death,Death Metal,3.0
The Electric Mud,Burn the Ships,Hard Rock,3.0
Waingro,III,Sludge Metal,3.0
Deadwood Lake,Immortalised in Death,Black Metal,3.0
Glacier,No Light Ever,Doom Metal,3.0
Killswitch Engage,Atonement,Metalcore,3.0
Concrete Winds,Primitive Force,Black Metal,3.0
Suicidal Angels,Years of Aggression,Thrash Metal,3.0
The Drippers,Action Rock,Hard Rock,3.0
Humanity’s Last Breath,Abyssal,Death Metal,3.0
Eradikator,Obscura,Heavy Metal,3.0
Carnifex,World War X,Deathcore,3.0
Lord,Fallen Idols,Heavy Metal,3.0
Shades of Deep Water,Death’s Threshold,,3.0
Mylingar,Döda Själar,Death Metal,3.0
Narnia,From Darkness to Light,Heavy Metal,3.0
Desert,Fortune Favors the Brave,Heavy Metal,3.0
Sūrya,Solastalgia,Doom Metal,3.0
Disowning,Human Cattle,Death Metal,3.0
Wormwood,Nattarvet,Black Metal,3.0
Holocausto,Diario de Guerra,Black Metal,3.0
SinHeresY,Out of Connection,Power Metal,3.0
Thief,Map of Lost Keys,Black Metal,3.0
Lavinia,Sallowed,Emo,3.0
Rogga Johansson,Entrance to the Otherwhere,Death Metal,3.0
Elder,The Gold & Silver Sessions EP,Stoner Metal,3.0
Freighter,The Den,Mathcore,3.0
Sabaton,The Great War,Heavy Metal,3.0
Gates to the Morning,Return to Earth,Post-Metal,3.0
Burial Remains,Trinity of Deception,Death Metal,3.0
Arkhaaik,*dʰg̑ʰm̥tós,Doom Metal,3.0
Disrupted,The Procrastination of Being,Death Metal,3.0
Metalian,Vortex,Heavy Metal,3.0
Pattern-Seeking Animals,Pattern-Seeking Animals,Progressive Metal,3.0
Murk Rider,Exile of Shadows,Black Metal,3.0
Abbath,Outstrider,Black Metal,3.0
Itheist,Itheist,Black Metal,3.0
Burial in the Woods,Church of Dagon,Death Metal,3.0
The Projectionist,Visits from the Nighthag Part 2,Black Metal,3.0
Nocturnal Breed,We Only Came for Violence,Black Metal,3.0
Holy Tide,Aquila,Power Metal,3.0
Temple Koludra,Seven! Sirens! To a Lost Archetype,Death Metal,3.0
Hell Bent,Apocalyptic Lamentations,Death Metal,3.0
Gorilla -Treecreeper Review,,Stoner Metal,3.0
Howling Sycamore,Seven Pathways to Annihilation,Progressive Metal,3.0
Lightning Born,Lightning Born,Doom Metal,3.0
Gygax,High Fantasy,Hard Rock,3.0
Slomatics,Canyons,Doom Metal,3.0
Sadistic Ritual,Visionaire of Death,Thrash Metal,3.0
Tanzwut,Seemannsgarn,Folk Metal,3.0
Flub,Flub,Death Metal,3.0
Winterwolf,Lycanthropic Metal of Death,Death Metal,3.0
Lykantropi,Spirituosa,Blues,3.0
Gravefields,Embrace the Void,Death Metal,3.0
Enthroned,Cold Black Suns,Black Metal,3.0
Esoctrilihum,The Telluric Ashes of the Ö Vrth Immemorial Gods,Black Metal,3.0
Destrage,The Chosen One,Metalcore,3.0
Death Angel,Humanicide,Thrash Metal,3.0
Nocturnus AD,Paradox,Death Metal,3.0
Savage Messiah,Demons,Hard Rock,3.0
Fleshgod Apocalypse,Veleno,Death Metal,3.0
Nihility,Thus Spoke the Antichrist,Black Metal,3.0
Destroyer of Light,Mors Aeterna,Doom Metal,3.0
Stormlord,Far,Black Metal,3.0
Haunt,If Icarus Could Fly,Heavy Metal,3.0
Mettadone,Rotten Flattery,Death Metal,3.0
Monasterium,Church of Bones,Doom Metal,3.0
Murdryck,Födelsen,Black Metal,3.0
Possessed,Revelations of Oblivion,Death Metal,3.0
Helheim,Rignir,Black Metal,3.0
Warforged,"I, Voice",Death Metal,3.0
Whiskey Ritual,Black Metal Ultras,Black Metal,3.0
Altar of Oblivion,The Seven Spirits,Doom Metal,3.0
Paragon,Controlled Demolition,Heavy Metal,3.0
Sins of the Damned,Striking the Bell of Death,Speed Metal,3.0
Smoulder,Times of Obscene Evil and Wild Daring,Doom Metal,3.0
Avandra,Descender,Epic Metal,3.0
Shotgun Sawyer,Bury the Hatchet,Hard Rock,3.0
Chalice of Suffering,Lost Eternally,Death Doom,3.0
Sabbath Assembly,A Letter of Red,Occult Rock,3.0
CLEARxCUT,For the Wild at Heart Kept in Cages,,3.0
2 Wolves,…Our Fault,Doom Metal,3.0
Sacrilegia,The Triclavian Advent,Black Metal,3.0
Cities of Mars,The Horologist,Doom Metal,3.0
Final Coil,The World We Left Behind for Others,Alt-Metal,3.0
Applaud the Impaler,Ov Apocalypse Incarnate,Deathcore,3.0
Flykt,Charnel Heart,Black Metal,3.0
Falaise,A Place I Don’t Belong To,Black Metal,3.0
The Black Moriah,Road Agents of the Blast Furnace,Black Metal,3.0
Orpheus Omega,Wear Your Sins,,3.0
Frozen Crown,Crowned in Frost,Death Metal,3.0
Predatoria,Casting Shadows,Death Metal,3.0
Stonecast,I Earther,Heavy Metal,3.0
Ringarë,Under Pale Moon,Black Metal,3.0
The Mute Gods,Atheists & Believers,Progressive Rock,3.0
Black Therapy,Echoes of Dying Memories,Death Doom,3.0
Bloodbound,Rise of the Dragon Empire,Power Metal,3.0
Omicida,Defrauded Reign,Thrash Metal,3.0
Hot Lunch,Seconds,Stoner Metal,3.0
Noisem,Cease to Exist,Grind,3.0
Contrarian,Their Worm Never Dies,Death Metal,3.0
Twisted Tower Dire,Wars in the Unknown,Heavy Metal,3.0
Wendigo,Wasteland Stories,Stoner Metal,3.0
Black Vulpine,Veil Nebula,Doom Metal,3.0
Iron Savior,Kill or Get Killed,Heavy Metal,3.0
Children of Bodom,Hexed,Death Metal,3.0
Degraey,Reveries,Post-Metal,3.0
BLCKWVS,0160,Instrumental Metal,3.0
Chrome Waves,A Grief Observed,Black Metal,3.0
Werian,Animist,Black Metal,3.0
Lucifera,La Caceria De Brujas,Black Metal,3.0
Traveler,Traveler,Heavy Metal,3.0
Rhapsody of Fire,The Eighth Mountain,Power Metal,3.0
Opprobrium,The Fallen Entities,Death Metal,3.0
Chainbreaker,Lethal Desire,Heavy Metal,3.0
Hellnite,Midnight Terrors,Hardcore,3.0
Hexvessel,All Tree,Not Metal,3.0
Witchgöat,Egregors of the Black Faith,Black Metal,3.0
Trauma,As the World Dies,Heavy Metal,3.0
Seer,Vol. 6,Black Metal,3.0
Gloryful,Cult of Sedna,Heavy Metal,3.0
Critical Defiance,Misconception,Thrash Metal,3.0
Saor,Forgotten Paths,Black Metal,3.0
Electrocution,Psychonolatry,Death Metal,3.0
Ad Patres,A Brief Introduction to Human Experiments,Death Metal,3.0
Asgrauw,Gronspech,Black Metal,3.0
Lord Divine,Facing Chaos,Heavy Metal,3.0
Secret Rule,The 7 Endless,Heavy Metal,3.0
Hollow,Between Eternities of Darkness,Power Metal,3.0
Lugnet,Nightwalker,Hard Rock,3.0
Inferno,Basado en Hechos Reales,,3.0
Gorgon,The Veil of Darkness,Black Metal,3.0
Swallow the Sun,When a Shadow is Forced Into the Light,Black Metal,3.0
Horrisonous,A Culinary Cacophony,Death Metal,3.0
Evergrey,The Atlantic,Heavy Metal,3.0
Wolfhorde,Hounds of Perdition,Black Metal,3.0
Leach,Hymns for the Hollow,Metalcore,3.0
Lahmia,Resilience,Death Metal,3.0
Flight,A Leap through Matter,Hard Rock,3.0
Splendidula,Post Mortem,Doom Metal,3.0
Mo’ynoq,Dreaming in a Dead Language,Black Metal,3.0
Saqra’s Cult,The 9th King,Black Metal,3.0
Lost in Grey,The Waste Land,Folk Metal,3.0
Deathchant,Deathchant,Psychedelic Rock,3.0
Vanha,Melancholia,Death Metal,3.0
Virgin Black,Requiem – Pianissimo,Non-metal Metal Things,3.0
Kosm,Cosmonaut,Progressive Metal,3.0
Metal Church,Damned if You Do,Heavy Metal,3.0
Master,Vindictive Miscreant,Death Metal,3.0
Gorycz,Piach,Black Metal,3.0
Chapel of Disease,"And as We Have Seen the Storm, We Have Embraced the Eye",Death Metal,3.0
New Light Choir,Torchlight,Occult Rock,3.0
Spearhead,Pacifism Is Cowardice,Black Metal,3.0
Blackrat,Dread Reverence,Black Metal,3.0
In the Woods…,Cease the Day,Black Metal,3.0
Pale Divine,Pale Divine,Doom Metal,3.0
Manam,Rebirth of Consciousness,Death Metal,3.0
Ravaged Spleen Outburst,The Church of Anemia,Death Metal,3.0
The Great Sabatini,Goodbye Audio,Sludge Metal,3.0
Vouna,Vouna,Black Metal,3.0
Hex A.D.,Netherworld Triumphant,Doom Metal,3.0
Mentor,"Cults, Crypts and Corpses",Black Metal,3.0
Deceased,Ghostly White,Death Metal,3.0
Leonov,Wake,Doom Metal,3.0
Flageladör,Predileção pelo Macabro,Speed Metal,3.0
Zealot Cult,Spiritual Sickness,Death Metal,3.0
Evoken,Hypnagogia,Doom Metal,3.0
Third Storm,The Grand Manifestation,Black Metal,3.0
Totenmesse,To,Black Metal,3.0
Noise Trail Immersion,Symbology of Shelter,Black Metal,3.0
Night Gaunt,The Room,Doom Metal,3.0
Paths,In Lands Thought Lost,Black Metal,3.0
Eisregen,Fegefeuer,Black Metal,3.0
Total Fucking Destruction,#USA4TFD,,3.0
Serocs,The Phobos/Deimos Suite,Death Metal,3.0
Abyssous,Mesa,Death Metal,3.0
Striker,Play to Win,Heavy Metal,3.0
Chthonic,Battlefields of Asura,Folk Metal,3.0
Bloodbath,The Arrow of Satan Is Drawn,Death Metal,3.0
Haken,Vector,Djent,3.0
Carcharodon,Bukkraken,Sludge Metal,3.0
Ruin,Human Annihilation,Death Metal,3.0
Rising,Sword and Scythe,Hard Rock,3.0
Black Lotus,Sons of Saturn,Doom Metal,3.0
Internal Bleeding,Corrupting Influence,Death Metal,3.0
Green Death,Hallowmass,Doom Metal,3.0
Castle,Deal Thy Fate,Doom Metal,3.0
Rodent Epoch,Rodentlord,Black Metal,3.0
DungeönHammer,Infernal Moon,Black Metal,3.0
Gama Bomb,Speed Between the Lines,Thrash Metal,3.0
Beyond Creation,Algorythm,Death Metal,3.0
Deathhammer,Chained to Hell,Speed Metal,3.0
The Necromancers,Of Blood and Wine,Doom Metal,3.0
Windhand,Eternal Return,Doom Metal,3.0
Hammer King,Poseidon Will Carry Us Home,Power Metal,3.0
Bonehunter,Children of the Atom,Black Metal,3.0
Ambassador,Belly of the Whale,Alt-Metal,3.0
Cataya,Firn,Ambient Metal,3.0
Dunbarrow,II,Doom Metal,3.0
Aborted,TerrorVision,Death Metal,3.0
Dalkhu,Lamentation and Ardent Fire,Black Metal,3.0
Malthusian,Across Deaths,Death Metal,3.0
Witch King,Voice of the Ossuary,Black Metal,3.0
Irreversible Mechanism,Immersion,Death Metal,3.0
Druglord,New Day Dying,,3.0
Circles,The Last One,Djent,3.0
Cauldron,New Gods,Heavy Metal,3.0
Pig Destroyer,Head Cage,,3.0
KEN mode,Loved,Hardcore,3.0
Hellish,The Spectre of Lonely Souls,Thrash Metal,3.0
Sear Bliss,Letters from the Edge,Black Metal,3.0
Semantic Saturation,Paradigms,Progressive Metal,3.0
Innumerable Forms,Punishment in Flesh,Death Metal,3.0
Forming the Void,Rift,Doom Metal,3.0
Black Tusk,T.C.B.T.,Hardcore,3.0
Witchfyre,Grimorium Verum,Heavy Metal,3.0
Arkuum,Die Letzte Agonie,Black Metal,3.0
Opus of a Machine,Stray Fire,Progressive Rock,3.0
Haunt,Burst into Flame,Heavy Metal,3.0
The Eternal,Waiting for the Endless Dawn,Doom Metal,3.0
Aethereus,Absentia,Death Metal,3.0
Invocation Spells,Spread Cruelty in the Abyss,Black Metal,3.0
Vardan,Unholy Lightless Summer,Black Metal,3.0
Shed the Skin,We of Scorn,Death Metal,3.0
Phantom,Death Epic,Black Metal,3.0
Khanus,Flammarion,Black Metal,3.0
Finnr’s Cane,Elegy,Black Metal,3.0
Ultra-Violence,Operation Misdirection,Thrash Metal,3.0
Infernal Execrator,Obsolete Ordinance,Black Metal,3.0
Atavisma,The Chthonic Rituals,Death Metal,3.0
Degrave,Degrave,Thrash Metal,3.0
Carriage,Visions,Heavy Metal,3.0
Sahon,Chanting for the Fallen,Thrash Metal,3.0
Lucifer,Lucifer II,Occult Rock,3.0
Skeletonwitch,Devouring Radiant Light,Black Metal,3.0
Secret Cutter,Quantum Eraser,Sludge,3.0
Null’O’Zero,Instructions to Dominate,,3.0
Throneum,The Tight Deathrope Act over Rubicon,Black Metal,3.0
Hatchet,Dying to Exist,Heavy Metal,3.0
Armory,The Search,Speed Metal,3.0
Corrective Measures: Angry Metal Guy’s Stack o’ Shame Edition,,chiptunes,3.0
Jollymon,Void Walker,Hard Rock,3.0
Obsolete Theory,Mudness,Death Metal,3.0
Cor Scorpii,Ruin,Black Metal,3.0
Stormwitch,Bound to the Witch,Heavy Metal,3.0
Unborn Generation,Vøid,Crust Punk,3.0
Begat the Nephilim,Begat the Nephilim I: The Surreptitious Prophecy/Mother of the Blasphemy,Death Metal,3.0
Down Among the Dead Men,…And You Will Obey Me,Death Metal,3.0
Délétère,De Horae Leprae,Black Metal,3.0
Dreadful Fate,Vengeance,Thrash Metal,3.0
Ritual Necromancy,Disinterred Horror,Death Metal,3.0
Crying Steel,Stay Steel,Heavy Metal,3.0
Spurv,Myra,Instrumental Metal,3.0
Thorium,Blasphemy Awakes,Death Metal,3.0
Tomb Mold,Manor of Infinite Forms,Death Metal,3.0
Zeal and Ardor,Stranger Fruit,Black Metal,3.0
Infrared,Saviours,Thrash Metal,3.0
Witch Mountain,Witch Mountain,Black Metal,3.0
Witchsorrow,Hexenhammer,Doom Metal,3.0
Wilt,Ruin,Black Metal,3.0
Grayceon,IV,Djent,3.0
Airborn,Lizard Secrets: Part One – Land of the Living,Power Metal,3.0
Zarraza,Necroshiva,Death Metal,3.0
At The Gates,To Drink From The Night Itself,Death Metal,3.0
Hegemone,We Disappear,Post-Metal,3.0
Nekrokraft,Servants,Black Metal,3.0
Skinless,Savagery,Death Metal,3.0
From Beyond,The Band From Beyond,Doom Metal,3.0
Burden of Grief,Eye of the Storm,Death Metal,3.0
Riot V,Armor of Light,Heavy Metal,3.0
Wormlight,Wrath of the Wilds,Black Metal,3.0
Dimmu Borgir,Eonian,,3.0
Grá,Väsen,Black Metal,3.0
Cardiac Arrest,A Parallel Dimension of Despair,Death Metal,3.0
A Perfect Circle,Eat the Elephant,Hard Rock,3.0
Aura Noir,Aura Noire,Black Metal,3.0
Seven Sisters,The Cauldron and the Cross,Heavy Metal,3.0
Just Before Dawn,Tides of Blood,Death Metal,3.0
Ingested,The Level Above Human,Deathcore,3.0
Ruff Majik,Seasons,Doom Metal,3.0
Our Place of Worship is Silence,With Inexorable Suffering,Black Metal,3.0
Graveshadow,Ambition’s Price,Heavy Metal,3.0
Septic Tank,Rotting Civilisation,Hardcore,3.0
Kaos Reign,Epiphany,Groove Metal,3.0
Coldbones,Where It All Began,Instrumental Metal,3.0
Blood of the Wolf,II: Campaign of Extermination,Black Metal,3.0
Inisans,Transition,Death Metal,3.0
The Grotesquery,The Lupine Anathema,Death Metal,3.0
Eagle Twin,The Thundering Heard (Songs of Hoof and Horn),Doom Metal,3.0
Headless Crown,Century of Decay,Heavy Metal,3.0
Winterfylleth,The Hallowing of Heirdom,Black Metal,3.0
Monotheist,Scourge,Death Metal,3.0
Kamelot,The Shadow Theory,Power Metal,3.0
Eldritch,Cracksleep,Power Metal,3.0
Cân Bardd,Nature Stays Silent,Black Metal,3.0
GosT,Possessor,Experimental Metal,3.0
Desdemonia,Anguish,Death Metal,3.0
Besvärjelsen,Vallmo,Doom Metal,3.0
Ungfell,"Mythen, Mären, Pestilenz",Black Metal,3.0
Borealis,The Offering,Power Metal,3.0
Distances,Diableries,Death Metal,3.0
North Hammer,Stormcaller,Folk Metal,3.0
Last Days of Eden,Chrysalis,,3.0
Them Moose Rush,Don’t Pick Your Noise,Progressive Metal,3.0
Gravehill,"The Unchaste, the Profane, & the Wicked",Black Metal,3.0
Pestilent Reign,Pyres,Death Metal,3.0
Susperia,The Lyricist,Black Metal,3.0
Morbosidad,Corona De Epidemia,Black Metal,3.0
Veiled,Black Celestial Orbs,Black Metal,3.0
Rivers of Nihil,Where Owls Know My Name,Death Metal,3.0
Mile Marker Zero,The Fifth Row,Progressive Rock,3.0
Pestilence,Hadeon,Death Metal,3.0
Vile Creature,Cast of Static and Smoke,Black Metal,3.0
Conjurer,Mire,Death Metal,3.0
Schwarzer Engel,Kult der Krähe,Gothic Metal,3.0
Eye of Solitude/Marche Funèbre,Collapse/Darkness [split],Doom Metal,3.0
Candle,The Keeper’s Curse,Heavy Metal,3.0
My Silent Wake,There Was Death,Death Metal,3.0
Erdve,Vaitojimas,Black Metal,3.0
Oblivious,När Isarna Sjunger,Hard Rock,3.0
Harakiri for the Sky,Arson,Black Metal,3.0
Voodoo Circle,Raised on Rock,Heavy Metal,3.0
Holophonics,Fast Forward,Alt-Metal,3.0
Howlin’ Sun,Howlin’ Sun,Blues,3.0
Fu Manchu,Clone of the Universe,Stoner Metal,3.0
Long Distance Calling,Boundless,Instrumental Metal,3.0
The Dead Centuries,Race Against Time,Progressive Metal,3.0
Victorius,Dinosaur Warfare – Legend of the Power Saurus EP,Power Metal,3.0
Knife the Glitter,Knife the Glitter,Progressive Metal,3.0
Perpetratör,Altered Beast,Thrash Metal,3.0
Abysmal Grief,Blasphema Secta,Doom Metal,3.0
Saxon,Thunderbolt,Heavy Metal,3.0
Black Space Riders,Amoretum Vol. 1,Psychedelic Rock,3.0
Rebellion,A Tragedy in Steel Part II: Shakespeare’s King Lear,Heavy Metal,3.0
Rotheads,Sewer Fiends,Death Metal,3.0
Mammoth Grinder,Cosmic Crypt,Death Metal,3.0
Evil Warriors,Fall From Reality,Black Metal,3.0
Dark Hound,Dawning,Hard Rock,3.0
Yhdarl,Loss,Black Metal,3.0
Entheogen,"Without Veil, Nor Self",Black Metal,3.0
﻿Magick Touch,"Blades, Chains, Whips & Fire",Hard Rock,3.0
Corrosion of Conformity,No Cross No Crown,Doom Metal,3.0
White Wizzard,Infernal Overdrive,Heavy Metal,3.0
Æsthetica,Sonorous Æon,Doom Metal,3.0
Scars of Armageddon,Dead End,Power Metal,3.0
Interstelar,Resin,Stoner Rock,3.0
Deathcult,Cult of the Goat,Black Metal,3.0
Marginal,Total Destruction,Crust Punk,3.0
Pale Horseman,The Fourth Seal,Sludge Metal,3.0
Hyperion (IT),Dangerous Days,Heavy Metal,3.0
The 3rd Attempt,Egocidal Path,Black Metal,3.0
Degial,Predator Reign,Death Metal,3.0
Nupraptor,The Heresiarch,Doom Metal,3.0
Morbid Angel,Kingdoms Disdained,Death Metal,3.0
Sorxe,Matter & Void,Doom Metal,3.0
Death Toll 80k,Step Down,Death Metal,3.0
No Return,The Curse Within,Death Metal,3.0
Jupiterian,Terraforming,Black Metal,3.0
V,Pathogenisis,Doom Metal,3.0
Professor Emeritus,Take Me to the Gallows,Doom Metal,3.0
Moonspell,1755,Gothic Metal,3.0
Pink Mass,Necrosexual,Grind,3.0
Annihilator,For the Demented,Heavy Metal,3.0
Bloodhunter,The End of Faith,Death Metal,3.0
Vaultwraith,Death Is Proof of Satan’s Power,Black Metal,3.0
War Possession,Doomed to Chaos,Death Metal,3.0
Affliktor,Affliktor,,3.0
Cursed Moon,Rite of Darkness,post-punk,3.0
All Pigs Must Die,Hostage Animal,Hardcore,3.0
Cannibal Corpse,Red Before Black,Death Metal,3.0
Procession,Doom Decimation,Doom Metal,3.0
Evertale,The Great Brotherwar,Power Metal,3.0
Communic,Where Echoes Gather,Heavy Metal,3.0
Serenity,Lionheart,Power Metal,3.0
Wormwood,Mooncurse,Doom Metal,3.0
Throane,Plus une main à mordre,Black Metal,3.0
Xanthochroid,Of Erthe and Axen: Act II,Black Metal,3.0
